Station name,Station address,Latitude,Longitude,Opening hours,Operator,Number of station,Number of plugs,Rating,Tesla,Type 2,J-1772,Tesla (Fast),CCS/SAE,CHAdeMO,Address of nearest destination charger ,Distance to the nearest destination charger (km),Energy required to nearest destination charger (kWh),Address of nearest fast charger,Distance to the nearest fast charger (km),Energy required to nearest fast charger (kWh),date
Parklands Country Gardens and Cottages,132 Govetts Leap Road Blackheath ,-33.6362279,150.2942059,Open 24/7,,1,1,kW,1,0,0,0,0,0,"13-17 Brightlands Ave, Blackheath NSW 2785",2.2,0.36,"4-6 New St, Lawson NSW 2783, Australia",24.85,4.15,23/8/2022
Potters Hotel,"2/9 Fleming street, nulkaba",-32.8067125,151.3501269,Open 24/7,,1,1,kW,1,0,0,0,0,0,"5 Darwin Street, Cessnock NSW 2325",3.58,0.61,"Hunter Valley Gardens carpark, 2090 Broke Rd, Pokolbin NSW 2320, Australia",8.35,1.85,1/1/2020
Sydney Olympic Park,P1 Parking Station,-33.84512579,151.0606731,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,Pullman Sydney Olympic Park ,1.05,0.21,"9 Murray Rose Ave, Sydney Olympic Park NSW 2127, Australia",2.02,0.34,23/8/2022
Railway Street,"Railway St, Chatswood",-33.7952955,151.1803233,Open 24/7,,1,2,7 kW,0,2,0,0,0,0,"370 Anderson St, Chatswood NSW 2067, Australia",0.55,0.11,"405 Pacific Hwy, Artarmon NSW 2064, Australia",2.52,0.45,10/3/2023
Pullman Sydney Olympic Park,Pullman Sydney Olympic Park ,-33.848793,151.0681196,Open 24/7,,2,2,kW,2,0,0,0,0,0,P1 Parking Station,1.08,0.14,"9 Murray Rose Ave, Sydney Olympic Park NSW 2127, Australia",0.42,0.08,10/3/2023
Macquarie Centre (1),"63-71 Talavera Rd, Macquarie Park, New South Wales 2113, Australia",-33.7760506,151.1222793,"Mon - Wed 9AM - 5:30PM, Thu 9AM - 9PM, Fri 9AM - 5:30PM, Sat 9AM - 5PM, Sun
10AM - 4PM",ChargePoint,1,2,6.6 kW,0,0,2,0,0,0,"22 Giffnock Ave, Macquarie Park NSW 2113, Aus, Macquarie Park 2113",1.62,0.39,"270 Talavera Rd, Macquarie Park NSW 2113, Australia",0.03,0.02,23/8/2022
Terrigal Hotel,"176 Terrigal Drive Terrigal, New South Wales, 2260",-33.4411971,151.4393294,Open 24/7,EVUp,2,2,kW,0,2,0,0,0,0,"Penrose Cres, Erina NSW 2250, Australia",5.12,1.1,"9 Bay Village Rd, Bateau Bay NSW 2261, Australia",10.12,1.99,10/3/2023
Club Maitland City (2),"14 Arthur Street, Rutherford, 2320, AUS",-32.71822,151.5284763,Open 24/7,Saascharge International GmbH,2,2,kW,0,2,0,0,0,0,"14 Arthur St, Rutherford NSW 2320",0.05,0.04,"119 Stenhouse Dr, Cameron Park NSW 2285, Australia",29.78,6.96,10/3/2023
Sea Horse Diamond Beach holiday accommodation,"209 Diamond Beach Road, Diamond Beach",-32.0490459,152.5329596,,,1,1,kW,1,0,0,0,0,0,"16 Saltwater Cres, Diamond Beach NSW 2430, Australia",0.88,0.08,"35 Nabiac Street, Nabiac NSW 2312, Australia",20.15,4.36,10/3/2023
Coffs Central,"35 – 61 Harbour Drive, Coffs Harbour, 2450, AUS",-30.2970138,153.1158766,Open 24/7,Saascharge International GmbH,1,2,22 kW,0,2,0,0,0,0,,,,,,,10/3/2023
Macadamia Castle (Coming Soon),"1699 Pacific Highway Knockrow New South Wales 2479, Australia",-28.7504302,153.5334034,Open 24/7,ChargePoint,1,2,kW,0,0,2,0,0,0,"95 Cherry Street, Ballina, NSW, 2478",15.15,3.02,"419 Hinterland Way, Knockrow NSW 2479, Australia",0.05,0.02,23/8/2022
Jonson St (Coming Soon),139 Jonson St Byron Bay,-28.6499418,153.6136948,Open 24/7,,2,2,kW,0,2,0,0,0,0,"7 Browning St, Byron Bay NSW 2481, Australia",0.05,0.02,"28 Lawson Street, Byron Bay NSW 2481, Australia",1.18,0.18,10/3/2023
Lake Macquarie Visitor Information Centre,"228 Pacific Hwy, Swansea NSW 2281, Australia",-33.0920266,151.6375765,Open 24/7,Everty,1,2,25 kW,0,0,0,0,1,1,"Unit 3/3 Mawson Cl, Caves Beach NSW 2281, Australia",2.38,0.4,"36 Josephson St, Swansea NSW 2281, Australia",0.48,0.11,10/3/2023
Toronto Commercial Centre Carpark,"7 Pemell St, Toronto NSW 2283, Australia",-33.0145429,151.5961952,,Exploren,1,2,40 kW,0,0,0,0,2,0,"126-138 Main Rd, Speers Point NSW 2284, Australia",8.62,1.71,"76 Cowper St, Wallsend NSW 2287, Australia",16.1,3.05,10/3/2023
Darley St Parking,"10 Darley St, Forestville NSW 2087, Australia",-33.7625255,151.2142967,Open 24/7,JOLT,1,2,25 kW,0,0,0,0,1,1,"20 Frenchs Forest Rd E, Frenchs Forest NSW 2086, Australia",3.8,0.83,"87 Winbourne Rd, Brookvale NSW 2100, Australia",6.65,0.94,1/1/2020
Concord Land Rover (Coming Soon),49/53 Parramatta Rd Concord NSW 2137 AU,-33.86833,151.103917,,,1,1,25 kW,0,0,0,0,1,0,"Everton Park, 26 Everton Rd, Strathfield NSW 2135, Australia",1.7,0.28,"2A Regatta Rd, Five Dock NSW 2046, Australia",1.23,0.15,10/3/2023
Anzac Parade Car Park,"827 Anzac Parade, Maroubra NSW 2035, Australia",-33.9435676,151.2392491,,,1,2,25 kW,0,0,0,0,1,1,"Jersey Rd and Robey St, Maroubra, NSW, 2035",1.48,0.22,"73 Belmore Road, Randwick NSW 2031, Australia",3.25,0.72,1/1/2020
Treacy St Parking,"Treacy St, Hurstville NSW 2220, Australia",-33.9678447,151.1068855,Open 24/7,JOLT,1,2,25 kW,0,0,0,0,1,1,"2 Crofts Ave, Hurstville NSW 2220, Australia",0.45,0.1,"Milperra Rd, The River Rd, Revesby NSW 2212",10.1,1.93,10/3/2023
Richmond Road,"19 Richmond Rd, Homebush West NSW 2140, Homebush West 2140",-33.8659145,151.0641028,Open 24/7,JOLT,1,2,25 kW,0,0,0,0,1,1,"250-318 Parramatta Rd, Homebush West, , Australia, NSW 2129",1.78,0.25,"9 Murray Rose Ave, Sydney Olympic Park NSW 2127, Australia",3.05,0.54,1/1/2020
"Oaks Ave, Dee Why","4-16 Oaks Ave, Dee Why NSW 2099, Australia",-33.753223,151.286381,Open 24/7,JOLT,1,2,25 kW,0,0,0,0,1,1,"40 Kingsway, Dee Why NSW 2099, Australia",1.42,0.29,"87 Winbourne Rd, Brookvale NSW 2100, Australia",1.88,0.33,10/3/2023
Stanley St Parking,"28 Stanley St, Peakhurst NSW 2210, Australia",-33.9616794,151.0633811,Open 24/7,JOLT,1,2,25 kW,0,0,0,0,1,1,"22 Cook st, Mortdale NSW 2223, Australia",2.3,0.46,"Milperra Rd, The River Rd, Revesby NSW 2212",6.75,1.33,1/1/2020
Eve Apartments,"72 MacDonald St, Erskineville NSW 2043, Austr, Erskineville 2043",-33.9038081,151.1867504,,Exploren,1,2,40 kW,0,0,0,0,2,0,"45 Edinburgh Rd, Marrickville NSW 2204, Australia",1.8,0.33,"34 Victoria Rd, Marrickville NSW 2204, Australia",1.85,0.28,10/3/2023
"Brighton St, Croydon Park","110 Brighton St, Croydon Park NSW 2133, Australia",-33.8944698,151.1098381,,JOLT,1,2,25 kW,0,0,0,0,1,1,"21 Shakespeare St, Campsie NSW 2194, Australia",1.7,0.22,"260A Liverpool Road, Ashfield, NSW 2131",1.75,0.28,1/1/2020
133 Liverpool Road,"133 Liverpool Road, Burwood NSW 2134, Australia",-33.8872735,151.0993325,,JOLT,1,2,25 kW,0,0,0,0,1,1,"110 Brighton St, Croydon Park NSW 2133, Australia",2.02,0.3,"586A Parramatta Rd, Croydon NSW 2132, Australia",4,0.59,1/1/2020
Cook St Parking,"22 Cook st, Mortdale NSW 2223, Australia",-33.969797,151.0803946,,JOLT,1,2,25 kW,0,0,0,0,1,1,"28 Stanley St, Peakhurst NSW 2210, Australia",2.3,0.35,"Milperra Rd, The River Rd, Revesby NSW 2212",8.78,1.69,10/3/2023
Letitia St & Frederick St Parking,"20 Letitia St, Oatley NSW 2223, Australia",-33.9816704,151.0819365,Open 24/7,JOLT,1,2,25 kW,0,0,0,0,1,1,"22 Cook st, Mortdale NSW 2223, Australia",1.8,0.3,"Milperra Rd, The River Rd, Revesby NSW 2212",9.35,1.75,10/3/2023
Goodwood St Parking,"110 Anzac Parade, Kensington NSW 2033, Australia",-33.9073214,151.2239504,,JOLT,1,2,25 kW,0,0,0,0,1,1,"2 Todman Avenue, Moore Parkâ€Ž NSWâ€Ž 2021, Australia",1.7,0.29,"UNSW Mall Entrance, Anzac Pde, Kensington NSW 2052, Australia",1.32,0.19,1/1/2020
Morgan St Parking,"Morgan St, Beverly Hills NSW 2209, Australia",-33.9474859,151.0868778,Open 24/7,JOLT,1,2,25 kW,0,0,0,0,1,1,"42 Broad Arrow Rd, Narwee NSW 2209, Australia",1.1,0.25,"Milperra Rd, The River Rd, Revesby NSW 2212",6.68,1.39,10/3/2023
Broadarrow Rd Parking,"42 Broad Arrow Rd, Narwee NSW 2209, Australia",-33.9486284,151.0712664,Open 24/7,JOLT,1,2,25 kW,0,0,0,0,1,1,"118 Mountview Ave, Narwee NSW 2209, Australia",0.4,0.18,"Milperra Rd, The River Rd, Revesby NSW 2212",7.05,1.39,10/3/2023
Everton Park,"Everton Park, 26 Everton Rd, Strathfield NSW 2135, Australia",-33.8722448,151.095772,Open 24/7,JOLT,1,2,25 kW,0,0,0,0,1,1,"5 Churchill Ave, Strathfield NSW 2135, Australia",0.55,0.09,"2A Regatta Rd, Five Dock NSW 2046, Australia",2.38,0.34,10/3/2023
Park Ave Parking,"30 Park Ave, Burwood NSW 2134, Australia",-33.8742466,151.1016688,Open 24/7,JOLT,1,2,25 kW,0,0,0,0,1,1,"Everton Park, 26 Everton Rd, Strathfield NSW 2135, Australia",0.78,0.17,"2A Regatta Rd, Five Dock NSW 2046, Australia",1.92,0.24,10/3/2023
Tooleybuc Club Motor Inn,"1 Lockhart Road, Tooleybuc NSW 2736",-35.02268022,143.3372531,Open 24/7,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Tooleybuc Sporting Club NSW,"1 Lockhart Rd, Tooleybuc NSW 2736, Australia",-35.02424649,143.3367172,"Open 24/7
24/7",,4,8,22kW,0,8,0,,,,,,,,,,17/7/2023
Thredbo P4 Car Park,"1 Friday Dr, Thredbo NSW 2625, Australia",-36.49934833,148.314041,Open 24/7,Exploren,4,8,22 kW,0,8,0,,,,,,,,,,17/7/2023
Snowbound - Thredbo,"5 Crackenback Dr, Thredbo NSW 2625, Australia",-36.50633696,148.2987435,10pm - 7am,,2,2,22kW,0,2,0,,,,,,,,,,17/7/2023
SSC Thredbo,18 Diggings Ter Thredbo NSW 2625 Australia,-36.50717226,148.3010349,,EVUp,1,2,22kW,0,2,0,,,,,,,,,,17/7/2023
Highfields Chalet,"Avonside NSW 2628, Australia",-36.423981,148.725086,Open 24/7,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
The Man From Snowy River Hotel,"Kosciuszko Rd, Perisher Valley, NSW, Australia, NT 2624",-36.40589,148.412427,,Tesla Destination,1,1,22 kW,1,0,0,,,,,,,,,,17/7/2023
The Panorama Jindabyne,"16 Nettin Circuit, Jindabyne NSW 2627, Australia",-36.41738,148.607654,,Tesla Destination,2,2,22 kW,2,0,0,,,,,,,,,,17/7/2023
Rydges Hotel Jindabyne,"62 Kosciuszko Rd, Jindabyne NSW 2627, Australia",-36.41464866,148.6161487,,,2,2,kW,2,0,0,,,,,,,,,,17/7/2023
AirBNB Listing,"3 Warrul Rd, Forbes New South Wales NSW 2871",-33.400235,147.975436,,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
The Rock Recreation Ground,"60 Wilson St, The Rock NSW 2655, Australia, The Rock 2655",-35.266525,147.110494,Open 24/7,Exploren,2,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
Flyfaire Wines,"1190 Tunnel Rd, Talmalmo NSW 2640, Australia",-35.91503436,147.3230244,"Open 24/7
12 -5 Wednesday to Sunday",,1,1,7kW to 22 kW,0,1,0,,,,,,,,,,17/7/2023
Redgrave Park/ Coolamon Caravan Park,"Methul St S, Coolamon NSW 2701, Australia, Coolamon 2701",-34.81361,147.201548,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Ganmain Craft Cottage,76 Ford St Ganmain NSW 2702 Australia,-34.793385,147.038851,Open 24/7,Exploren,1,1,7 kW,0,1,0,,,,,,,,,,17/7/2023
Mulwala Water Ski Club (Coming Soon),"156 Melbourne St, Muwlala NSW 2647",-35.99477015,146.001637,"Open 24/7
9:30am to 11:00pm",Chargebay,1,2,kW,0,1,1,,,,,,,,,,17/7/2023
Quality Hotel Rules Club Wagga,"188 Fernleigh Rd, Wagga Wagga NSW 2650, Australia",-35.130888,147.340251,Open 24/7,Tesla Destination,1,2,22 kW,1,1,0,,,,,,,,,,17/7/2023
Wagga Wagga country club,"57 Plumpton Rd, Lake Albert NSW 2650, Australia",-35.16896086,147.3653386,7am to 7.30 pm Sunday to Tuesday 7am to 10 pm Wednesday to Sunday,Noodoe EV,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Waring Gardens - Deniliquin,"281 Cressy St, Deniliquin NSW 2710, Australia",-35.5293369,144.9631544,Open 24/7,Exploren,2,4,7 kW,0,4,0,,,,,,,,,,17/7/2023
Hotel Atura Albury,"648 Dean St, Albury NSW 2640, Australia",-36.0795201,146.9122567,,Tesla Destination,1,1,8 kW,1,0,0,,,,,,,,,,17/7/2023
CIRCA 1928 Hotel & Spa,"588 - 590 Dean Street, Albury, NSW 2640",-36.080436,146.914804,"Open 24/7
24 hours",,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Lockhart Caravan Park,"152 Green St W, Lockhart NSW 2656, Australia, Lockhart 2656",-35.21991943,146.7129445,Open 24/7,Exploren,3,3,22 kW,0,3,0,,,,,,,,,,17/7/2023
Lockhart Council Chambers,"65 Green St, Lockhart NSW 2656, Australia, Lockhart 2656",-35.220914,146.717787,,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Lockhart Rear Lane Green Street,"Rear of 109 Green St, Lockhart NSW 2656, Australia, Lockhart 2656",-35.220593,146.715379,Open 24/7,Exploren,2,2,7 kW,0,2,0,,,,,,,,,,17/7/2023
The Cottage Motor Inn,"523 Hume St, South Albury NSW 2640, Australia",-36.08536695,146.915784,,,1,2,22kW,0,2,0,,,,,,,,,,17/7/2023
Hay Shire Council - Visitor Information Centre Carpark,"406 Moppett St, Hay NSW 2711, Australia",-34.50907001,144.8429247,"Open 24/7
24 hour",,4,4,22kW,0,1,0,,,,,,,,,,17/7/2023
Corowa,30 Betterment Parade Corowa NSW 2646,-35.99587154,146.3864689,"Open 24/7
24/7",Elanga,4,4,kW,0,4,0,,,,,,,,,,17/7/2023
Girragirra Resort,"Warrul Rd, Forbes NSW 2871, Australia",-33.397329,147.968517,Open 24/7,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
Providence Park,46 Providence Road Providence Portal NSW 2630,-35.94224562,148.627363,"Open 24/7
24x7",Tesla Destination,4,4,22 kW,4,0,0,,,,,,,,,,17/7/2023
Talbingo Lodge,"45 Lampe St, Talbingo NSW 2720, Australia",-35.58242716,148.2986585,,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Heritage House,"178 Imlay St, Eden NSW 2551, Australia",-37.0677733,149.908034,Open 24/7,,2,2,7kW,0,1,0,,,,,,,,,,17/7/2023
Anchors Aweigh Narooma,"5 Tilba St, Narooma NSW 2546, Australia",-36.219661,150.13339,,Tesla Destination,2,2,22 kW,2,0,0,,,,,,,,,,17/7/2023
Sapphire Valley Caravan Park,"29 Sapphire Coast Dr, Merimbula NSW 2548, Australia",-36.88404123,149.9046748,Open 24/7,Exploren,1,1,7 kW,0,1,0,,,,,,,,,,17/7/2023
Seahorse Inn Hotel & Villas,"Boydtown Park Rd, Eden NSW 2551, Australia",-37.1032,149.879292,Open 24/7,,1,1,10 kW,0,1,0,,,,,,,,,,17/7/2023
The Coast Resort Merimbula - Unit 2,"1/-68 Elizabeth St, Merimbula, NSW, Australia, NT 2548",-36.894914,149.912137,,Tesla Destination,1,1,8 kW,1,0,0,,,,,,,,,,17/7/2023
Albacore Apartments,"Market St, Merimbula NSW 2548, Australia",-36.892783,149.909089,,Tesla Destination,2,2,6 kW,2,0,0,,,,,,,,,,17/7/2023
The Federal Hotel,"28 Bombala Street, Nimmitabel NSW 2631",-36.51165615,149.2845913,"Open 24/7
24/7",,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Bannisters Pavilion,"87 Tallwood Avenue, Mollymook, 2539, NSW, Australia",-35.32477078,150.4765321,,,1,2,kW,1,1,0,,,,,,,,,,17/7/2023
Harbour View Apartments,"72 South St, Ulladulla NSW 2539, Australia",-35.360485,150.472647,,Tesla Destination,2,2,22 kW,2,0,0,,,,,,,,,,17/7/2023
GRAHAM and FIN's charger,"6 Webber Place, Karabar_ NSW_ 2620, Australia",-35.377259,149.241435,,,1,1,kW,0,0,1,,,,,,,,,,17/7/2023
Googong Netball Court,"13�17 Heazlett Street, Googong NSW 2620, Australia",-35.426677,149.231588,,,4,4,kW,0,4,0,,,,,,,,,,17/7/2023
Moruya Golf Club,"66 Murray St, Moruya NSW 2537, Australia",-35.91374568,150.0759376,,Tesla Destination,2,4,11 kW,2,2,0,,,,,,,,,,17/7/2023
Mollymook Seascape Motel,"22-24 Princes Hwy, Mollymook NSW 2539, Australia",-35.346201,150.470222,,Tesla Destination,2,2,17 kW,2,0,0,,,,,,,,,,17/7/2023
Broulee Brewhouse,"71 Coronation Dr, Broulee NSW 2537, Australia",-35.8483145,150.1758246,Open 24/7,SolarHub Charge,1,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
Bannisters by the Sea,"191 Mitchell Parade, Mollymook, New South Wales, Australia, NSW 2539",-35.322722,150.482015,,Tesla Destination,1,2,22 kW,1,1,0,,,,,,,,,,17/7/2023
Parson St Airbnb,"33 Parson St, Ulladulla NSW 2539, Australia",-35.364778,150.476866,8am-6pm,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
SolarHub Batemans Bay,"1/25 Vesper St, Batemans Bay NSW 2536, Australia",-35.71177429,150.1740895,Open 24/7,SolarHub Charge,2,4,kW,0,4,0,,,,,,,,,,17/7/2023
Forbes St - Aquatic Centre,"Forbes St, Grenfell NSW 2810, Australia",-33.892004,148.160777,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Boorowa Ex-services and Citizens Club - Gym Car Park,"55-59 Pudman Street, Boorowa NSW 2586",-34.43718431,148.723799,Open 24/7,,4,4,22kW,0,4,0,,,,,,,,,,17/7/2023
Conmurra Wildlife Sanctuary and Airbnb,"49 Timber Ridge Road, Walang NSW 2795, Australia",-33.461849,149.782767,"Open 24/7
Access to guests only",,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
ORANGEWOOD Holiday House,"555 Tallwood Rd, Forest Reefs NSW 2798, Australia",-33.47502,149.08665,Open 24/7,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Flash Jacks of Gundagai,"14 Homer Street, Gundagai NSW 2722, Australia",-35.064585,148.107576,Open 24/7,,2,2,4 kW,0,2,0,,,,,,,,,,17/7/2023
Courthouse Lane,"162 Russell St, Bathurst NSW 2795, Australia",-33.418572,149.578074,8.30 - 4.45pm,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Moosewood,"Kangaroo Valley NSW 2577, Australia",-34.72572,150.418849,,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
Tumbling Waters Retreat & Restaurant,"31 Stonehaven Rd, Stanwell Tops NSW 2508, Australia",-34.221955,150.978635,Variable - Call ahead,Tesla Destination,2,2,22 kW,2,0,0,,,,,,,,,,17/7/2023
Mali Brae Farm,"562 Nowra Rd, Moss Vale NSW 2577, Australia",-34.59690614,150.4410214,,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Old Nunnery Bed & Breakfast,"27 Arthur Street, Moss Vale NSW 2577, Australia",-34.554682,150.371107,,Tesla Destination,1,1,4 kW,1,0,0,,,,,,,,,,17/7/2023
Dovecote,"27 Princes Hwy, Gerringong NSW 2534, Australia",-34.723882,150.842036,Open 24/7,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
Australia Wide Solar,"17 Lorraine Street, Peakhurst NSW 2210, Australia",-33.966196,151.060782,,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
Royal Motor Yacht Club Port Hacking,"228-232 Woolooware Rd, Burraneer NSW 2230, Australia",-34.06223748,151.1404319,,,2,2,11 kW,0,2,0,,,,,,,,,,17/7/2023
La Perouse - Endeavour Ave,"41-41A Endeavour Ave, La Perouse NSW 2036, Australia",-33.98709372,151.2321721,Open 24/7,Chargefox,1,2,kW,0,2,0,,,,,,,,,,17/7/2023
Porsche Centre Sydney South,"470 Gardeners Rd, Alexandria NSW 2015, Australia",-33.920826,151.194538,Weekdays 08:30 - 17:30,,3,3,22 - 350 kW,0,3,0,,,,,,,,,,17/7/2023
Worrigee Sports Club ,"131 Greenwell Point Rd, Worrigee NSW 2540, Au, Worrigee 2540",-34.88921472,150.6265722,Open 24/7,Exploren,2,4,22 kW,0,4,0,,,,,,,,,,17/7/2023
Canterbury Bankstown Council - Leslie St-Ron Pate Centre,"37 Leslie St, Roselands NSW 2196, Australia, Roselands 2196",-33.929604,151.088543,Open 24/7,Exploren,4,4,7 kW,0,4,0,,,,,,,,,,17/7/2023
Sutherland Shire Council,"4 Eton St, Sutherland NSW 2232, Australia",-34.030184,151.059889,May not be available mon-fri / business hours,ChargeStar,1,2,kW,0,1,1,,,,,,,,,,17/7/2023
Taitung Food Service,"355 Newbridge Road, Moorebank NSW 2170",-33.929436,150.936318,7am to 3pm,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
Campbelltown City Council,"Campbelltown NSW 2560, Australia, Campbelltown 2560",-34.063289,150.816949,,Exploren,1,1,7 kW,0,1,0,,,,,,,,,,17/7/2023
Blue Emu Car Park,"Ross Smith Ave, Mascot NSW 2020, Australia",-33.941772,151.188028,9am - 5pm,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
UNSW - School of Photovoltaic and Renewable Energy Engineering,"UNSW Mall Entrance, Anzac Pde, Kensington NSW 2052, Australia",-33.91799,151.226538,Open 24/7,ChargePoint,2,3,22 - 50 kW,0,1,2,,,,,,,,,,17/7/2023
The William Inglis Hotel,"155 Gov Macquarie Dr, Warwick Farm NSW 2170, Australia",-33.914337,150.945616,,Tesla Destination,3,3,22 kW,3,0,0,,,,,,,,,,17/7/2023
Volvo Cars Liverpool,"13 Hume Highway, Warwick Farm NSW 2170, Australia",-33.909684,150.936106,During Business Hours,,1,2,kW,0,1,1,,,,,,,,,,17/7/2023
The Fitzroy Inn,"1 Ferguson Cres, Mittagong NSW 2575, Australia",-34.447058,150.46102,,Tesla Destination,1,2,22 kW,1,1,0,,,,,,,,,,17/7/2023
Brick Lane Apartments,"55 Princes Hwy, St Peters NSW 2044, Australia",-33.910248,151.180373,Open 24/7,Exploren,2,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
Bronte � Trafalgar St,"Cnr Trafalgar St & Pembroke St, Bronte, NSW, 2024",-33.90711681,151.2648435,Open 24/7,Chargefox,1,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
Lyrebirds Nest Camping,"91 Koolilabah Ln, Penrose NSW 2579, Australia",-34.67798954,150.2185864,9am to 4pm campers only,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Ridgewaters Kiama,"2 Surfleet Pl, Kiama NSW 2533, Australia",-34.688427,150.846884,Open 24/7,Exploren,4,4,7 kW,0,4,0,,,,,,,,,,17/7/2023
Buckaroo Leatherworks,"16 Bellambi Ln, Bellambi NSW 2518, Australia",-34.36186496,150.9112779,"Friday, 5-7pm Saturday 12-7pm",,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
George St - Rockdale - Arc Renewable Group,"35-37 George St, Rockdale NSW 2216, Australia, Rockdale 2216",-33.951586,151.140707,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Nippon Food Supplies,"63 Campbell Rd, Alexandria NSW 2015, Australia",-33.917842,151.185954,Open 24/7,Exploren,3,3,22 kW,0,3,0,,,,,,,,,,17/7/2023
EVup INS Group,"11 West Street, Wollongong NSW 2500, Australia",-34.433588,150.891713,,EVUp,1,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
Mittagong Motel,"7-11 Old Hume Hwy, Mittagong NSW 2575, Australia",-34.44790853,150.4563266,Open 24/7,,1,,22kW,0,1,0,,,,,,,,,,17/7/2023
Aquarius at the bay,"438 Elizabeth Dr, Vincentia NSW 2540, Australia",-35.078445,150.691051,,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Flora St Sutherland,"Flora St, Sutherland NSW 2232, Australia, Sutherland 2232",-34.03255744,151.0633274,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Shellharbour Civic Centre,"76 Cygnet Ave, Shellharbour City Centre NSW 2529, Australia",-34.56574633,150.8354643,9am - 5pm Monday to Friday 9am - 2:30pm Weekends,Chargefox,2,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
Orchid Apartments Meriton,"2 Finch Drive, U 613, Eastgardens NSW 2036, Australia",-33.943261,151.224583,Open 24/7,,6,6,22 kW,0,6,0,,,,,,,,,,17/7/2023
Matraville � Baird Ave Carpark,"37 Baird Ave, Matraville NSW 2036, Australia",-33.9581141,151.2302584,Open 24/7,,1,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
94 Princes Hwy - Ticketless Parking,"94 Princes Hwy, Wollongong NSW 2500, Australia",-34.42073887,150.8926055,Open 24/7,Exploren,4,4,7 kW,0,4,0,,,,,,,,,,17/7/2023
Oasis Peakhurst Carpark,"64 Stanley St, Peakhurst NSW 2210, Australia, Peakhurst 2210",-33.962877,151.061123,Open 24/7,Exploren,2,2,22 kW,0,2,0,,,,,,,,,,17/7/2023
NSW Nurses and Midwives' Association,"50 O'Dea Ave, Waterloo NSW 2017, Australia",-33.902947,151.212248,,,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Rail Operations Centre (ROC),"Mandible St, Alexandria NSW 2015",-33.90453693,151.200561,Open 24/7,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
TLE Electrical Alexandria,"2/809-821 Botany Rd, Rosebery NSW 2018",-33.91915559,151.1992632,,,2,2,kW,0,2,0,,,,,,,,,,17/7/2023
UKO Alexandria,"5 Ralph St, Alexandria NSW 2015, Australia, Alexandria 2015",-33.915175,151.199718,,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
A.H.Beard Pty.Ltd. (Coming Soon),"35 Bryant St,Padstow NSW 2211, Australia",-33.941686,151.032875,,,1,1,kW,1,0,0,,,,,,,,,,17/7/2023
Middy's Padstow,"125 Fairford Rd, Padstow NSW 2211, Australia",-33.9443007,151.0341724,"Open 24/7
Weekdays 6:30am-4:30pm",,1,1,kW,0,1,0,,,,,,,,,,17/7/2023
Arc Renewable Group Wolli Creek,"1 Arncliffe St, Wolli Creek NSW 2205, Australia",-33.932096,151.149901,Open 24/7,Exploren,1,1,22 kW,0,1,0,,,,,,,,,,17/7/2023
Ibis Sydney Airport,"205 O'Riordan St, Mascot NSW 2020, Australia",-33.92798288,151.1868595,Open 24/7,,4,4,kW,0,4,0,,,,,,,,,,17/7/2023
